SampleID	F	R	Extraction_batch	PCR_batch	Plate	Well	Ale_ID	SampleOrigin	IsolationMethod	Tissue	Site	Tree	GlobalSampleID	SampleType	SequencingType
D2E-ITS-F1-R19	F1	R19	1	5	8	A7	21	Isolation	D2E	Soil	LINEAG	C1	D2E-Soil-LINEAG-C1	Sample	NovaSeq
D2E-ITS-F1-R20	F1	R20	1	5	8	A8	85	Isolation	D2E	Soil	SLCY	C2	D2E-Soil-SLCY-C2	Sample	NovaSeq
D2E-ITS-F1-R21	F1	R21	1	5	8	A9	109	Isolation	D2E	Soil	HTCH	C2	D2E-Soil-HTCH-C2	Sample	NovaSeq
D2E-ITS-F1-R22	F1	R22	1	5	8	A10	228	Isolation	D2E	Leaf	CDS	C4	D2E-Leaf-CDS-C4	Sample	NovaSeq
D2E-ITS-F1-R23	F1	R23	1	5	8	A11	307	Isolation	D2E	Leaf	LINEAG	C1	D2E-Leaf-LINEAG-C1	Sample	NovaSeq
D2E-ITS-F1-R24	F1	R24	1	5	8	A12	343	Isolation	D2E	Leaf	BBW	C4	D2E-Leaf-BBW-C4	Sample	NovaSeq
D2E-ITS-F2-R1	F2	R1	1	5	5	B1	20	Isolation	D2E	Leaf	RCHMND	C1	D2E-Leaf-RCHMND-C1	Sample	NovaSeq
D2E-ITS-F2-R2	F2	R2	1	5	5	B2	86	Isolation	D2E	Leaf	SLCY	C2	D2E-Leaf-SLCY-C2	Sample	NovaSeq
D2E-ITS-F2-R3	F2	R3	1	5	5	B3	208	Isolation	D2E	Leaf	RCHMD	C4	D2E-Leaf-RCHMD-C4	Sample	NovaSeq
D2E-ITS-F2-R4	F2	R4	1	5	5	B4	16	Isolation	D2E	Leaf	CROC	C1	D2E-Leaf-CROC-C1	Sample	NovaSeq
D2E-ITS-F2-R5	F2	R5	1	5	5	B5	113	Isolation	D2E	Soil	HOEF	C2	D2E-Soil-HOEF-C2	Sample	NovaSeq
D2E-ITS-F2-R6	F2	R6	1	5	5	B6	270	Isolation	D2E	Leaf	SAW	C5	D2E-Leaf-SAW-C5	Sample	NovaSeq
D2E-ITS-F2-R7	F2	R7	1	5	5	B7	18	Isolation	D2E	Leaf	LNGDL	C1	D2E-Leaf-LNGDL-C1	Sample	NovaSeq
D2E-ITS-F2-R8	F2	R8	1	5	5	B8	105	Isolation	D2E	Soil	HLKH	C2	D2E-Soil-HLKH-C2	Sample	NovaSeq
D2E-ITS-F2-R9	F2	R9	1	5	5	B9	198	Isolation	D2E	Leaf	ANCST	C4	D2E-Leaf-ANCST-C4	Sample	NovaSeq
D2E-ITS-F2-R10	F2	R10	1	5	5	B10	279	Isolation	D2E	Soil	MOCCA	C5	D2E-Soil-MOCCA-C5	Sample	NovaSeq
D2E-ITS-F2-R11	F2	R11	1	5	5	B11	329	Isolation	D2E	Soil	ATTP	C4	D2E-Soil-ATTP-C4	Sample	NovaSeq
D2E-ITS-F2-R12	F2	R12	1	5	5	B12	11	Isolation	D2E	Soil	ANCST	C1	D2E-Soil-ANCST-C1	Sample	NovaSeq
D2E-ITS-F2-R13	F2	R13	1	5	8	B1	8	Isolation	D2E	Leaf	MCOU	C1	D2E-Leaf-MCOU-C1	Sample	NovaSeq
D2E-ITS-F2-R14	F2	R14	1	5	8	B2	54	Isolation	D2E	Leaf	WLDCP	C1	D2E-Leaf-WLDCP-C1	Sample	NovaSeq
D2E-ITS-F2-R15	F2	R15	1	5	8	B3	127	Isolation	D2E	Soil	GMKW	C3	D2E-Soil-GMKW-C3	Sample	NovaSeq
D2E-ITS-F2-R16	F2	R16	1	5	8	B4	182	Isolation	D2E	Leaf	RWDN	C4	D2E-Leaf-RWDN-C4	Sample	NovaSeq
D2E-ITS-F2-R17	F2	R17	1	5	8	B5	240	Isolation	D2E	Leaf	MALDW	C4	D2E-Leaf-MALDW-C4	Sample	NovaSeq
D2E-ITS-F2-R18	F2	R18	1	5	8	B6	321	Isolation	D2E	Soil	MALDW	C3	D2E-Soil-MALDW-C3	Sample	NovaSeq
D2E-ITS-F2-R19	F2	R19	1	5	8	B7	42	Isolation	D2E	Leaf	CDS	C1	D2E-Leaf-CDS-C1	Sample	NovaSeq
D2E-ITS-F2-R20	F2	R20	1	5	8	B8	88	Isolation	D2E	Leaf	CDPM	C2	D2E-Leaf-CDPM-C2	Sample	NovaSeq
D2E-ITS-F2-R21	F2	R21	1	5	8	B9	121	Isolation	D2E	Soil	RWDN	C3	D2E-Soil-RWDN-C3	Sample	NovaSeq
D2E-ITS-F2-R22	F2	R22	1	5	8	B10	234	Isolation	D2E	Leaf	HTCH	C4	D2E-Leaf-HTCH-C4	Sample	NovaSeq
D2E-ITS-F2-R23	F2	R23	1	5	8	B11	308	Isolation	D2E	Leaf	LINEAG	C1	D2E-Leaf-LINEAG-C1	Sample	NovaSeq
D2E-ITS-F2-R24	F2	R24	1	5	8	B12	348	Isolation	D2E	Leaf	CDPM	C4	D2E-Leaf-CDPM-C4	Sample	NovaSeq
D2E-ITS-F3-R1	F3	R1	1	5	5	C1	31	Isolation	D2E	Soil	RWDN	C1	D2E-Soil-RWDN-C1	Sample	NovaSeq
D2E-ITS-F3-R2	F3	R2	1	5	5	C2	100	Isolation	D2E	Leaf	DYMK	C2	D2E-Leaf-DYMK-C2	Sample	NovaSeq
D2E-ITS-F3-R3	F3	R3	1	5	5	C3	217	Isolation	D2E	Soil	WLDCP	C4	D2E-Soil-WLDCP-C4	Sample	NovaSeq
D2E-ITS-F3-R4	F3	R4	1	5	5	C4	22	Isolation	D2E	Leaf	LINEAG	C1	D2E-Leaf-LINEAG-C1	Sample	NovaSeq
D2E-ITS-F3-R5	F3	R5	1	5	5	C5	134	Isolation	D2E	Leaf	HRWD	C3	D2E-Leaf-HRWD-C3	Sample	NovaSeq
D2E-ITS-F3-R6	F3	R6	1	5	5	C6	288	Isolation	D2E	Leaf	CDS	C5	D2E-Leaf-CDS-C5	Sample	NovaSeq
D2E-ITS-F3-R7	F3	R7	1	5	5	C7	30	Isolation	D2E	Leaf	ATTP	C1	D2E-Leaf-ATTP-C1	Sample	NovaSeq
D2E-ITS-F3-R8	F3	R8	1	5	5	C8	116	Isolation	D2E	Leaf	MOCCA	C2	D2E-Leaf-MOCCA-C2	Sample	NovaSeq
D2E-ITS-F3-R9	F3	R9	1	5	5	C9	211	Isolation	D2E	Soil	ASHC	C4	D2E-Soil-ASHC-C4	Sample	NovaSeq
D2E-ITS-F3-R10	F3	R10	1	5	5	C10	285	Isolation	D2E	Soil	DYMK	C5	D2E-Soil-DYMK-C5	Sample	NovaSeq
D2E-ITS-F3-R11	F3	R11	1	5	5	C11	331	Isolation	D2E	Leaf	ATTP	C4	D2E-Leaf-ATTP-C4	Sample	NovaSeq
D2E-ITS-F3-R12	F3	R12	1	5	5	C12	15	Isolation	D2E	Soil	CROC	C1	D2E-Soil-CROC-C1	Sample	NovaSeq
D2E-ITS-F3-R13	F3	R13	1	5	8	C1	25	Isolation	D2E	Soil	GMKW	C1	D2E-Soil-GMKW-C1	Sample	NovaSeq
D2E-ITS-F3-R14	F3	R14	1	5	8	C2	74	Isolation	D2E	Leaf	WINDW	C2	D2E-Leaf-WINDW-C2	Sample	NovaSeq
D2E-ITS-F3-R15	F3	R15	1	5	8	C3	140	Isolation	D2E	Leaf	ANCST	C3	D2E-Leaf-ANCST-C3	Sample	NovaSeq
D2E-ITS-F3-R16	F3	R16	1	5	8	C4	185	Isolation	D2E	Soil	MTRD	C4	D2E-Soil-MTRD-C4	Sample	NovaSeq
D2E-ITS-F3-R17	F3	R17	1	5	8	C5	259	Isolation	D2E	Soil	ANCST	C5	D2E-Soil-ANCST-C5	Sample	NovaSeq
D2E-ITS-F3-R18	F3	R18	1	5	8	C6	325	Isolation	D2E	Soil	TAWWD	C4	D2E-Soil-TAWWD-C4	Sample	NovaSeq
D2E-ITS-F3-R19	F3	R19	1	5	8	C7	45	Isolation	D2E	Soil	HLKH	C1	D2E-Soil-HLKH-C1	Sample	NovaSeq
D2E-ITS-F3-R20	F3	R20	1	5	8	C8	89	Isolation	D2E	Soil	SAW	C2	D2E-Soil-SAW-C2	Sample	NovaSeq
D2E-ITS-F3-R21	F3	R21	1	5	8	C9	131	Isolation	D2E	Soil	WINDW	C3	D2E-Soil-WINDW-C3	Sample	NovaSeq
D2E-ITS-F3-R22	F3	R22	1	5	8	C10	235	Isolation	D2E	Soil	HOEF	C4	D2E-Soil-HOEF-C4	Sample	NovaSeq
D2E-ITS-F3-R23	F3	R23	1	5	8	C11	315	Isolation	D2E	Leaf	DYMK	C2	D2E-Leaf-DYMK-C2	Sample	NovaSeq
D2E-ITS-F3-R24	F3	R24	1	5	8	C12	353	Isolation	D2E	Soil	MCOU	C5	D2E-Soil-MCOU-C5	Sample	NovaSeq
D2E-ITS-F4-R1	F4	R1	1	5	5	D1	PCR_NEG_Ctrol	Isolation	D2E	PCR_NEG_Ctrol	NA	NA	D2E-PCR_NEG_Ctrol-PCR Negative-1	PCR_Negative	NovaSeq
D2E-ITS-F4-R2	F4	R2	1	5	5	D2	114	Isolation	D2E	Leaf	HOEF	C2	D2E-Leaf-HOEF-C2	Sample	NovaSeq
D2E-ITS-F4-R3	F4	R3	1	5	5	D3	220	Isolation	D2E	Leaf	TAWWD	C4	D2E-Leaf-TAWWD-C4	Sample	NovaSeq
D2E-ITS-F4-R4	F4	R4	1	5	5	D4	24	Isolation	D2E	Leaf	LWBKR	C1	D2E-Leaf-LWBKR-C1	Sample	NovaSeq
D2E-ITS-F4-R5	F4	R5	1	5	5	D5	136	Isolation	D2E	Leaf	ATTP	C3	D2E-Leaf-ATTP-C3	Sample	NovaSeq
D2E-ITS-F4-R6	F4	R6	1	5	5	D6	293	Isolation	D2E	Soil	SNDR	C5	D2E-Soil-SNDR-C5	Sample	NovaSeq
D2E-ITS-F4-R7	F4	R7	1	5	5	D7	41	Isolation	D2E	Soil	CDS	C1	D2E-Soil-CDS-C1	Sample	NovaSeq
D2E-ITS-F4-R8	F4	R8	1	5	5	D8	117	Isolation	D2E	Soil	MALDW	C2	D2E-Soil-MALDW-C2	Sample	NovaSeq
D2E-ITS-F4-R9	F4	R9	1	5	5	D9	229	Isolation	D2E	Soil	STRTS	C4	D2E-Soil-STRTS-C4	Sample	NovaSeq
D2E-ITS-F4-R10	F4	R10	1	5	5	D10	291	Isolation	D2E	Soil	HLKH	C5	D2E-Soil-HLKH-C5	Sample	NovaSeq
D2E-ITS-F4-R11	F4	R11	1	5	5	D11	350	Isolation	D2E	Soil	HTCH	C5	D2E-Soil-HTCH-C5	Sample	NovaSeq
D2E-ITS-F4-R12	F4	R12	1	5	5	D12	33	Isolation	D2E	Soil	HARWD	C1	D2E-Soil-HARWD-C1	Sample	NovaSeq
D2E-ITS-F4-R13	F4	R13	1	5	8	D1	28	Isolation	D2E	Leaf	WINDW	C1	D2E-Leaf-WINDW-C1	Sample	NovaSeq
D2E-ITS-F4-R14	F4	R14	1	5	8	D2	79	Isolation	D2E	Soil	RWDN	C2	D2E-Soil-RWDN-C2	Sample	NovaSeq
D2E-ITS-F4-R15	F4	R15	1	5	8	D3	144	Isolation	D2E	Leaf	MCOU	C3	D2E-Leaf-MCOU-C3	Sample	NovaSeq
D2E-ITS-F4-R16	F4	R16	1	5	8	D4	195	Isolation	D2E	Soil	ATTP	C4	D2E-Soil-ATTP-C4	Sample	NovaSeq
D2E-ITS-F4-R17	F4	R17	1	5	8	D5	264	Isolation	D2E	Leaf	MCOU	C5	D2E-Leaf-MCOU-C5	Sample	NovaSeq
D2E-ITS-F4-R18	F4	R18	1	5	8	D6	335	Isolation	D2E	Leaf	HOEF	C4	D2E-Leaf-HOEF-C4	Sample	NovaSeq
D2E-ITS-F4-R19	F4	R19	1	5	8	D7	55	Isolation	D2E	Soil	MALDW	C1	D2E-Soil-MALDW-C1	Sample	NovaSeq
D2E-ITS-F4-R20	F4	R20	1	5	8	D8	CP_41_tree_16S	Isolation	Agar	All	MALDW	C1	D2E-All-MALDW-C1	Sample	NovaSeq
D2E-ITS-F4-R21	F4	R21	1	5	8	D9	138	Isolation	D2E	Leaf	LINEAG	C3	D2E-Leaf-LINEAG-C3	Sample	NovaSeq
D2E-ITS-F4-R22	F4	R22	1	5	8	D10	237	Isolation	D2E	Soil	MOCCA	C4	D2E-Soil-MOCCA-C4	Sample	NovaSeq
D2E-ITS-F4-R23	F4	R23	1	5	8	D11	317	Isolation	D2E	Soil	HRWD	C2	D2E-Soil-HRWD-C2	Sample	NovaSeq
D2E-ITS-F4-R24	F4	R24	1	5	8	D12	DNA_Neg_7_8	Isolation	D2E	DNA_Neg_7_8	NA	NA	D2E-DNA_Neg_7_8-Negctrl-7-8-1	DNA_Negative	NovaSeq
D2E-ITS-F5-R1	F5	R1	1	5	5	E1	59	Isolation	D2E	Soil	TAWWD	C1	D2E-Soil-TAWWD-C1	Sample	NovaSeq
D2E-ITS-F5-R2	F5	R2	1	5	5	E2	124	Isolation	D2E	Leaf	LWBKR	C3	D2E-Leaf-LWBKR-C3	Sample	NovaSeq
D2E-ITS-F5-R3	F5	R3	1	5	5	E3	258	Isolation	D2E	Leaf	LINEAG	C5	D2E-Leaf-LINEAG-C5	Sample	NovaSeq
D2E-ITS-F5-R4	F5	R4	1	5	5	E4	37	Isolation	D2E	Soil	MTRD	C1	D2E-Soil-MTRD-C1	Sample	NovaSeq
D2E-ITS-F5-R5	F5	R5	1	5	5	E5	170	Isolation	D2E	Leaf	HTCH	C3	D2E-Leaf-HTCH-C3	Sample	NovaSeq
D2E-ITS-F5-R6	F5	R6	1	5	5	E6	297	Isolation	D2E	Soil	WLDCP	C5	D2E-Soil-WLDCP-C5	Sample	NovaSeq
D2E-ITS-F5-R7	F5	R7	1	5	5	E7	48	Isolation	D2E	Leaf	SNDR	C1	D2E-Leaf-SNDR-C1	Sample	NovaSeq
D2E-ITS-F5-R8	F5	R8	1	5	5	E8	141	Isolation	D2E	Soil	STHWK	C3	D2E-Soil-STHWK-C3	Sample	NovaSeq
D2E-ITS-F5-R9	F5	R9	1	5	5	E9	241	Isolation	D2E	Soil	RWDN	C5	D2E-Soil-RWDN-C5	Sample	NovaSeq
D2E-ITS-F5-R10	F5	R10	1	5	5	E10	300	Isolation	D2E	Leaf	HOEF	C5	D2E-Leaf-HOEF-C5	Sample	NovaSeq
D2E-ITS-F5-R11	F5	R11	1	5	5	E11	DNA_Neg_Ctrol_4	Isolation	D2E	DNA_Neg_Ctrol_4	NA	NA	D2E-DNA_Neg_Ctrol_4-Negctrl-4-1	DNA_Negative	NovaSeq
D2E-ITS-F5-R12	F5	R12	1	5	5	E12	43	Isolation	D2E	Soil	STRTS	C1	D2E-Soil-STRTS-C1	Sample	NovaSeq
D2E-ITS-F5-R13	F5	R13	1	5	8	E1	29	Isolation	D2E	Soil	ATTP	C1	D2E-Soil-ATTP-C1	Sample	NovaSeq
D2E-ITS-F5-R14	F5	R14	1	5	8	E2	87	Isolation	D2E	Soil	CDPM	C2	D2E-Soil-CDPM-C2	Sample	NovaSeq
D2E-ITS-F5-R15	F5	R15	1	5	8	E3	151	Isolation	D2E	Soil	RCHMD	C3	D2E-Soil-RCHMD-C3	Sample	NovaSeq
D2E-ITS-F5-R16	F5	R16	1	5	8	E4	212	Isolation	D2E	Leaf	ASHC	C4	D2E-Leaf-ASHC-C4	Sample	NovaSeq
D2E-ITS-F5-R17	F5	R17	1	5	8	E5	266	Isolation	D2E	Leaf	SLCY	C5	D2E-Leaf-SLCY-C5	Sample	NovaSeq
D2E-ITS-F5-R18	F5	R18	1	5	8	E6	346	Isolation	D2E	Soil	CDPM	C4	D2E-Soil-CDPM-C4	Sample	NovaSeq
D2E-ITS-F5-R19	F5	R19	1	5	8	E7	57	Isolation	D2E	Soil	HOEF	C1	D2E-Soil-HOEF-C1	Sample	NovaSeq
D2E-ITS-F5-R20	F5	R20	1	5	8	E8	97	Isolation	D2E	Soil	ASHC	C2	D2E-Soil-ASHC-C2	Sample	NovaSeq
D2E-ITS-F5-R21	F5	R21	1	5	8	E9	165	Isolation	D2E	Soil	HLKH	C3	D2E-Soil-HLKH-C3	Sample	NovaSeq
D2E-ITS-F5-R22	F5	R22	1	5	8	E10	248	Isolation	D2E	Leaf	GMKW	C5	D2E-Leaf-GMKW-C5	Sample	NovaSeq
D2E-ITS-F5-R23	F5	R23	1	5	8	E11	323	Isolation	D2E	Leaf	MALDW	C3	D2E-Leaf-MALDW-C3	Sample	NovaSeq
D2E-ITS-F5-R24	F5	R24	1	5	8	E12	CP_37_tree_16S	Isolation	Agar	All	LNGDL	C2	D2E-All-LNGDL-C2	Sample	NovaSeq
D2E-ITS-F6-R1	F6	R1	1	5	5	F1	69	Isolation	D2E	Soil	ATTP	C2	D2E-Soil-ATTP-C2	Sample	NovaSeq
D2E-ITS-F6-R2	F6	R2	1	5	5	F2	DNA_Neg_Ctrol_2	Isolation	D2E	DNA_Neg_Ctrol_2	NA	NA	D2E-DNA_Neg_Ctrol_2-Negctrl-2-1	DNA_Negative	NovaSeq
D2E-ITS-F6-R3	F6	R3	1	5	5	F3	267	Isolation	D2E	Soil	CDPM	C5	D2E-Soil-CDPM-C5	Sample	NovaSeq
D2E-ITS-F6-R4	F6	R4	1	5	5	F4	50	Isolation	D2E	Leaf	HTCH	C1	D2E-Leaf-HTCH-C1	Sample	NovaSeq
D2E-ITS-F6-R5	F6	R5	1	5	5	F5	178	Isolation	D2E	Leaf	MALDW	C3	D2E-Leaf-MALDW-C3	Sample	NovaSeq
D2E-ITS-F6-R6	F6	R6	1	5	5	F6	302	Isolation	D2E	Soil	STHWK	C1	D2E-Soil-STHWK-C1	Sample	NovaSeq
D2E-ITS-F6-R7	F6	R7	1	5	5	F7	56	Isolation	D2E	Leaf	MALDW	C1	D2E-Leaf-MALDW-C1	Sample	NovaSeq
D2E-ITS-F6-R8	F6	R8	1	5	5	F8	146	Isolation	D2E	Leaf	SLCY	C3	D2E-Leaf-SLCY-C3	Sample	NovaSeq
D2E-ITS-F6-R9	F6	R9	1	5	5	F9	250	Isolation	D2E	Leaf	BBW	C5	D2E-Leaf-BBW-C5	Sample	NovaSeq
D2E-ITS-F6-R10	F6	R10	1	5	5	F10	303	Isolation	D2E	Leaf	STHWK	C1	D2E-Leaf-STHWK-C1	Sample	NovaSeq
D2E-ITS-F6-R11	F6	R11	1	5	5	F11	DNA_Neg_Ctrol_5	Isolation	D2E	DNA_Neg_Ctrol_5	NA	NA	D2E-DNA_Neg_Ctrol_5-Negctrl-5-1	DNA_Negative	NovaSeq
D2E-ITS-F6-R12	F6	R12	1	5	5	F12	49	Isolation	D2E	Soil	HTCH	C1	D2E-Soil-HTCH-C1	Sample	NovaSeq
D2E-ITS-F6-R13	F6	R13	1	5	8	F1	35	Isolation	D2E	Soil	BBW	C1	D2E-Soil-BBW-C1	Sample	NovaSeq
D2E-ITS-F6-R14	F6	R14	1	5	8	F2	108	Isolation	D2E	Leaf	SNDR	C2	D2E-Leaf-SNDR-C2	Sample	NovaSeq
D2E-ITS-F6-R15	F6	R15	1	5	8	F3	162	Isolation	D2E	Leaf	CDS	C3	D2E-Leaf-CDS-C3	Sample	NovaSeq
D2E-ITS-F6-R16	F6	R16	1	5	8	F4	214	Isolation	D2E	Leaf	DYMK	C4	D2E-Leaf-DYMK-C4	Sample	NovaSeq
D2E-ITS-F6-R17	F6	R17	1	5	8	F5	PCR_Neg_Ctrol_4	Isolation	D2E	NA	NA	NA	D2E-NA-PCR Negative-1	PCR_Negative	NovaSeq
D2E-ITS-F6-R18	F6	R18	1	5	8	F6	352	Isolation	D2E	Leaf	HTCH	C5	D2E-Leaf-HTCH-C5	Sample	NovaSeq
D2E-ITS-F6-R19	F6	R19	1	5	8	F7	58	Isolation	D2E	Leaf	HOEF	C1	D2E-Leaf-HOEF-C1	Sample	NovaSeq
D2E-ITS-F6-R20	F6	R20	1	5	8	F8	98	Isolation	D2E	Leaf	ASHC	C2	D2E-Leaf-ASHC-C2	Sample	NovaSeq
D2E-ITS-F6-R21	F6	R21	1	5	8	F9	169	Isolation	D2E	Soil	HTCH	C3	D2E-Soil-HTCH-C3	Sample	NovaSeq
D2E-ITS-F6-R22	F6	R22	1	5	8	F10	256	Isolation	D2E	Leaf	ATTP	C5	D2E-Leaf-ATTP-C5	Sample	NovaSeq
D2E-ITS-F6-R23	F6	R23	1	5	8	F11	326	Isolation	D2E	Soil	TAWWD	C4	D2E-Soil-TAWWD-C4	Sample	NovaSeq
D2E-ITS-F6-R24	F6	R24	1	5	8	F12	CP_38_tree_16S	Isolation	Agar	All	LNGDL	C3	D2E-All-LNGDL-C3	Sample	NovaSeq
D2E-ITS-F7-R1	F7	R1	1	5	5	G1	DNA_Neg_Ctrol_1	Isolation	D2E	DNA_Neg_Ctrol_1	NA	NA	D2E-DNA_Neg_Ctrol_1-Negctrl-1-1	DNA_Negative	NovaSeq
D2E-ITS-F7-R2	F7	R2	1	5	5	G2	DNA_Neg_Ctrol_3	Isolation	D2E	DNA_Neg_Ctrol_3	NA	NA	D2E-DNA_Neg_Ctrol_3-Negctrl-3-1	DNA_Negative	NovaSeq
D2E-ITS-F7-R3	F7	R3	1	5	5	G3	283	Isolation	D2E	Soil	TAWWD	C5	D2E-Soil-TAWWD-C5	Sample	NovaSeq
D2E-ITS-F7-R4	F7	R4	1	5	5	G4	71	Isolation	D2E	Soil	HARWD	C2	D2E-Soil-HARWD-C2	Sample	NovaSeq
D2E-ITS-F7-R5	F7	R5	1	5	5	G5	190	Isolation	D2E	Leaf	BBW	C4	D2E-Leaf-BBW-C4	Sample	NovaSeq
D2E-ITS-F7-R6	F7	R6	1	5	5	G6	314	Isolation	D2E	Soil	DYMK	C2	D2E-Soil-DYMK-C2	Sample	NovaSeq
D2E-ITS-F7-R7	F7	R7	1	5	5	G7	67	Isolation	D2E	Soil	LINEAG	C2	D2E-Soil-LINEAG-C2	Sample	NovaSeq
D2E-ITS-F7-R8	F7	R8	1	5	5	G8	152	Isolation	D2E	Leaf	RCHMD	C3	D2E-Leaf-RCHMD-C3	Sample	NovaSeq
D2E-ITS-F7-R9	F7	R9	1	5	5	G9	261	Isolation	D2E	Soil	STHWK	C5	D2E-Soil-STHWK-C5	Sample	NovaSeq
D2E-ITS-F7-R10	F7	R10	1	5	5	G10	305	Isolation	D2E	Soil	LINEAG	C1	D2E-Soil-LINEAG-C1	Sample	NovaSeq
D2E-ITS-F7-R11	F7	R11	1	5	5	G11	DNA_Neg_Ctrol_6	Isolation	D2E	DNA_Neg_Ctrol_6	NA	NA	D2E-DNA_Neg_Ctrol_6-Negctrl-6-1	DNA_Negative	NovaSeq
D2E-ITS-F7-R12	F7	R12	1	5	5	G12	64	Isolation	D2E	Leaf	MCOU	C2	D2E-Leaf-MCOU-C2	Sample	NovaSeq
D2E-ITS-F7-R13	F7	R13	1	5	8	G1	39	Isolation	D2E	Soil	DYMK	C1	D2E-Soil-DYMK-C1	Sample	NovaSeq
D2E-ITS-F7-R14	F7	R14	1	5	8	G2	110	Isolation	D2E	Leaf	HTCH	C2	D2E-Leaf-HTCH-C2	Sample	NovaSeq
D2E-ITS-F7-R15	F7	R15	1	5	8	G3	167	Isolation	D2E	Soil	SNDR	C3	D2E-Soil-SNDR-C3	Sample	NovaSeq
D2E-ITS-F7-R16	F7	R16	1	5	8	G4	218	Isolation	D2E	Leaf	WLDCP	C4	D2E-Leaf-WLDCP-C4	Sample	NovaSeq
D2E-ITS-F7-R17	F7	R17	1	5	8	G5	306	Isolation	D2E	Soil	LINEAG	C1	D2E-Soil-LINEAG-C1	Sample	NovaSeq
D2E-ITS-F7-R18	F7	R18	1	5	8	G6	356	Isolation	D2E	Leaf	MCOU	C5	D2E-Leaf-MCOU-C5	Sample	NovaSeq
D2E-ITS-F7-R19	F7	R19	1	5	8	G7	63	Isolation	D2E	Soil	MCOU	C2	D2E-Soil-MCOU-C2	Sample	NovaSeq
D2E-ITS-F7-R20	F7	R20	1	5	8	G8	102	Isolation	D2E	Leaf	CDS	C2	D2E-Leaf-CDS-C2	Sample	NovaSeq
D2E-ITS-F7-R21	F7	R21	1	5	8	G9	191	Isolation	D2E	Soil	WINDW	C4	D2E-Soil-WINDW-C4	Sample	NovaSeq
D2E-ITS-F7-R22	F7	R22	1	5	8	G10	257	Isolation	D2E	Soil	LINEAG	C5	D2E-Soil-LINEAG-C5	Sample	NovaSeq
D2E-ITS-F7-R23	F7	R23	1	5	8	G11	333	Isolation	D2E	Soil	HOEF	C4	D2E-Soil-HOEF-C4	Sample	NovaSeq
D2E-ITS-F7-R24	F7	R24	1	5	8	G12	CP_39_tree_16S	Isolation	Agar	All	LNGDL	C4	D2E-All-LNGDL-C4	Sample	NovaSeq
