Kingdom,SampleID,Count,Total,Tissue
Bacteria,F91,41863288,47624233,Soil
Bacteria,F93,20876087,24485149,Soil
Bacteria,F94,24704790,27911859,Soil
Bacteria,F95,23883833,26804543,Soil
Bacteria,F96,31143872,35366517,Soil
Bacteria,F97,31185609,35260731,Soil
Bacteria,F98,27324605,30902735,Soil
Bacteria,F99,29080283,33337703,Soil
Bacteria,R1,30332674,34629600,Soil
Bacteria,R2,27527208,32681101,Soil
Bacteria,R3,20226946,23300749,Soil
Bacteria,R4,25245368,28673240,Soil
Bacteria,R5,30278481,34432238,Soil
Bacteria,R6,32405546,36493337,Soil
Bacteria,R7,27060675,30320046,Soil
Bacteria,R8,22379369,24670584,Soil
Bacteria,R9,32722282,36974357,Soil
Other,F10,4930086,43430272,Soil
Other,F100,3789294,34265186,Soil
Other,F101,3781159,33390930,Soil
Other,F102,2692928,26817871,Soil
Other,F103,3322509,31737018,Soil
Other,F104,2708999,26722895,Soil
Other,F105,2427035,24519915,Soil
Other,F106,2503030,26771071,Soil
Other,F107,2758843,25830306,Soil
Other,F108,2133219,23687765,Soil
Other,F109,3280073,28726223,Soil
Other,F11,3258894,31876784,Soil
Other,F110,2887237,27243062,Soil
Other,F111,4334455,38447963,Soil
Other,F112,2416826,26800483,Soil
Other,F113,2624656,28040428,Soil
Other,F114,4326656,37121596,Soil
Other,F115,3853189,33960085,Soil
Other,F116,4237480,36716831,Soil
Other,F118,3968550,36766312,Soil
Other,F119,3626552,33042842,Soil
Other,F12,2486862,25306782,Soil
Other,F120,3205779,28991516,Soil
Other,F121,3949857,35399637,Soil
Other,F122,3735809,32822306,Soil
Other,F123,4027514,34664021,Soil
Other,F124,3900366,33586191,Soil
Other,F125,4975640,41780975,Soil
Other,F126,2900248,27268007,Soil
Other,F127,3107633,31326762,Soil
Other,F128,3042620,29372886,Soil
Other,F129,2941647,30202868,Soil
Other,F130,3740639,33734896,Soil
Other,F131,2824483,30002522,Soil
Other,F132,2206345,22440526,Soil
Other,F133,3138229,30531933,Soil
Other,F134,2336778,22239079,Soil
Other,F135,3518615,32303743,Soil
Other,F136,1795605,19085822,Soil
Other,F137,2732601,28793664,Soil
Other,F138,3341846,32899612,Soil
Other,F139,2529791,25039615,Soil
Other,F14,4286354,42240662,Soil
Other,F140,4705257,42771236,Soil
Other,F141,4568082,39397868,Soil
Other,F142,3328934,31513682,Soil
Other,F143,2566906,25893811,Soil
Other,F144,3326768,30332066,Soil
Other,F145,3399418,32990621,Soil
Other,F146,3365169,32524457,Soil
Other,F147,4997850,43803057,Soil
Other,F148,2240378,23904193,Soil
Other,F149,2948018,30458202,Soil
Other,F15,3100767,29960742,Soil
Other,F150,3614406,32786260,Soil
Other,F151,2817973,24282696,Soil
Other,F153,2715993,24424416,Soil
Other,F154,3482881,31406648,Soil
Other,F155,4216518,36586476,Soil
Other,F156,2110835,19830021,Soil
Other,F157,3226165,28386729,Soil
Other,F159,3306846,30929745,Soil
Other,F16,4256559,35638379,Soil
Other,F161,3043519,31593179,Soil
Other,F162,3188379,29377851,Soil
Other,F163,2170549,23908346,Soil
Other,F164,4714567,39677836,Soil
Other,F165,2083287,22600615,Soil
Other,F166,3484839,30934029,Soil
Other,F167,3191861,31794640,Soil
Other,F169,5469087,50564327,Soil
Other,F17,3775352,33876267,Soil
Other,F170,6048920,51137379,Soil
Other,F171,3999784,36760039,Soil
Other,F172,5570887,46733747,Soil
Other,F173,4395193,43419631,Soil
Other,F174,3829983,37010952,Soil
Other,F175,2239675,14121310,Soil
Other,F176,4850197,43082944,Soil
Other,F177,4159371,34153258,Soil
Other,F178,3441325,31667863,Soil
Other,F18,3242315,31234176,Soil
Other,F180,3870498,33013228,Soil
Other,F181,4316677,38163729,Soil
Other,F182,5613973,19508588,Soil
Other,F183,3412010,30084494,Soil
Other,F184,3654260,33716935,Soil
Other,F185,2974765,28816280,Soil
Other,F186,3655453,31900940,Soil
Other,F187,4216475,39110998,Soil
Other,F188,3659814,33496825,Soil
Other,F189,3337544,33313930,Soil
Other,F19,4397788,37618204,Soil
Other,F190,4428098,37807088,Soil
Other,F191,3121431,31432298,Soil
Other,F192,2870254,27213683,Soil
Other,F193,3271298,31635913,Soil
Other,F194,3103575,31449916,Soil
Other,F195,3763509,34932445,Soil
Other,F196,2971176,27689858,Soil
Other,F197,4027354,36239765,Soil
Other,F198,3441108,32429188,Soil
Other,F199,3857933,35963412,Soil
Other,F20,3963035,34760493,Soil
Other,F200,4159442,38412466,Soil
Other,F201,3270729,28583046,Soil
Other,F202,2469759,26258326,Soil
Other,F203,5319139,48221666,Soil
Other,F204,3548206,31303096,Soil
Other,F205,3866300,34868881,Soil
Other,F206,6048585,59043990,Soil
Other,F207,2607282,27616937,Soil
Other,F208,2398783,25087793,Soil
Other,F209,2518026,27521974,Soil
Other,F21,4117414,36096042,Soil
Other,F210,2925715,27297116,Soil
Other,F211,3584356,32506694,Soil
Other,F212,4110098,35122568,Soil
Other,F213,3940719,35476330,Soil
Other,F214,2369056,23833706,Soil
Other,F215,4303356,39395078,Soil
Other,F216,2599273,23806626,Soil
Other,F217,2207088,23881750,Soil
Other,F218,3557274,31783302,Soil
Other,F219,3117858,28192766,Soil
Other,F220,2928440,28375552,Soil
Other,F221,2643312,26138096,Soil
Other,F222,2921300,27028418,Soil
Other,F223,2531520,25233570,Soil
Other,F224,2955148,31388520,Soil
Other,F225,3296765,33345675,Soil
Other,F226,4241790,42989004,Soil
Other,F227,3344543,31799948,Soil
Other,F228,2315207,26016013,Soil
Other,F229,3572316,32084242,Soil
Other,F23,4622494,38603448,Soil
Other,F230,4720799,38750241,Soil
Other,F231,3924978,34965676,Soil
Other,F232,4295860,35998934,Soil
Other,F233,3561599,30426895,Soil
Other,F234,8478809,73748702,Soil
Other,F236,2835512,28890227,Soil
Other,F237,2934060,32787499,Soil
Other,F238,4175527,35770235,Soil
Other,F240,3827748,33905918,Soil
Other,F241,3775794,32664995,Soil
Other,F242,3869241,38718216,Soil
Other,F243,4051862,37365850,Soil
Other,F244,5013574,44140618,Soil
Other,F245,4691605,44420636,Soil
Other,F246,2309878,23717676,Soil
Other,F247,4121107,37198262,Soil
Other,F248,4555659,40545259,Soil
Other,F249,3665391,37139611,Soil
Other,F25,3635364,33580453,Soil
Other,F250,3419241,33301916,Soil
Other,F251,2569782,26941866,Soil
Other,F252,2896455,27728195,Soil
Other,F254,3268875,32862209,Soil
Other,F255,3111056,27766017,Soil
Other,F256,4121077,39435701,Soil
Other,F257,2680909,28592293,Soil
Other,F258,2739303,29007210,Soil
Other,F259,6106363,51539338,Soil
Other,F26,3670882,33648215,Soil
Other,F260,3286221,32422748,Soil
Other,F261,4593248,40107482,Soil
Other,F262,3477676,31726425,Soil
Other,F263,2740378,24648890,Soil
Other,F266,3278085,30923748,Soil
Other,F267,4802764,43051481,Soil
Other,F268,3556776,31974448,Soil
Other,F269,2960505,28241907,Soil
Other,F27,3204083,30361017,Soil
Other,F270,4272398,38910321,Soil
Other,F271,3422090,33335544,Soil
Other,F272,4012928,35505866,Soil
Other,F273,4699630,41452187,Soil
Other,F274,4505740,42107924,Soil
Other,F275,2718777,27003560,Soil
Other,F276,2120519,20574282,Soil
Other,F277,4479726,43151631,Soil
Other,F278,3318139,31899284,Soil
Other,F279,2798813,28434577,Soil
Other,F28,3864128,33060352,Soil
Other,F280,2714116,28627826,Soil
Other,F281,3196934,31164304,Soil
Other,F282,2554480,25283413,Soil
Other,F283,3784606,33738498,Soil
Other,F284,3874734,33968089,Soil
Other,F285,2821951,27242302,Soil
Other,F286,2909842,27206083,Soil
Other,F287,2810401,25610738,Soil
Other,F289,4139865,35339559,Soil
Other,F29,5286765,46344016,Soil
Other,F290,3069855,27946377,Soil
Other,F291,3623126,34396033,Soil
Other,F292,2246798,23193678,Soil
Other,F294,5076070,44046146,Soil
Other,F296,3775777,33486260,Soil
Other,F297,4182562,38228751,Soil
Other,F298,4632555,41890826,Soil
Other,F299,3392239,32085247,Soil
Other,F3,3636379,31164889,Soil
Other,F30,5868517,50664539,Soil
Other,F300,2713547,29426249,Soil
Other,F301,2410524,26197408,Soil
Other,F302,4033553,35964622,Soil
Other,F303,4229991,37710037,Soil
Other,F304,4188113,36057424,Soil
Other,F31,3979001,34711937,Soil
Other,F32,3552410,32287568,Soil
Other,F33,2610604,25998769,Soil
Other,F34,3227053,29329730,Soil
Other,F35,3647871,33610374,Soil
Other,F36,3399691,30719272,Soil
Other,F37,3338106,30171541,Soil
Other,F38,3123001,26838304,Soil
Other,F39,4200710,37937216,Soil
Other,F4,4144652,36265122,Soil
Other,F40,3219989,30437190,Soil
Other,F41,2951861,28180089,Soil
Other,F42,2456113,27069596,Soil
Other,F43,2431499,22661322,Soil
Other,F44,2646001,26879163,Soil
Other,F45,3170053,30101044,Soil
Other,F46,2644701,27771157,Soil
Other,F47,4491180,41283636,Soil
Other,F48,3788480,38109087,Soil
Other,F49,2787969,28873319,Soil
Other,F50,4240165,38239790,Soil
Other,F51,3569126,32217510,Soil
Other,F52,3054496,20866510,Soil
Other,F53,2000758,21801147,Soil
Other,F54,2338503,22324959,Soil
Other,F55,2184831,22569623,Soil
Other,F56,2957848,30126599,Soil
Other,F57,3979560,35586146,Soil
Other,F58,3731435,32526151,Soil
Other,F59,4124340,35636166,Soil
Other,F60,2856625,30078801,Soil
Other,F61,3029101,30473286,Soil
Other,F62,3807116,35769474,Soil
Other,F63,3176401,31494767,Soil
Other,F64,4002647,34285075,Soil
Other,F65,5181342,44060508,Soil
Other,F66,4223219,37390218,Soil
Other,F67,3270239,34078733,Soil
Other,F69,3907956,34056004,Soil
Other,F70,4211308,37637862,Soil
Other,F71,2240206,23852776,Soil
Other,F73,3212022,33440647,Soil
Other,F74,4191300,36951110,Soil
Other,F75,2813621,21472499,Soil
Other,F76,1904395,20034726,Soil
Other,F77,4223572,37028794,Soil
Other,F79,1944897,18088648,Soil
Other,F80,2459228,23231940,Soil
Other,F81,4186330,39944230,Soil
Other,F83,3137539,31741951,Soil
Other,F84,3596364,33041185,Soil
Other,F85,3229553,31482259,Soil
Other,F86,3396587,31053943,Soil
Other,F87,3906029,35453956,Soil
Other,F88,3629311,35653153,Soil
Other,F90,4525025,41107390,Soil
Other,F91,5457782,47624233,Soil
Other,F93,2866454,24485149,Soil
Other,F94,2968588,27911859,Soil
Other,F95,2821923,26804543,Soil
Other,F96,4037945,35366517,Soil
Other,F97,3936213,35260731,Soil
Other,F98,3490969,30902735,Soil
Other,F99,3754064,33337703,Soil
Other,R1,4188257,34629600,Soil
Other,R2,3868021,32681101,Soil
Other,R3,2881306,23300749,Soil
Other,R4,3050775,28673240,Soil
Other,R5,3850119,34432238,Soil
Other,R6,4014447,36493337,Soil
Other,R7,3140580,30320046,Soil
Other,R8,2234558,24670584,Soil
Other,R9,4091594,36974357,Soil
Fungi,F10,991617,43430272,Soil
Fungi,F100,161695,34265186,Soil
Fungi,F101,64050,33390930,Soil
Fungi,F102,14904,26817871,Soil
Fungi,F103,189084,31737018,Soil
Fungi,F104,42164,26722895,Soil
Fungi,F105,14857,24519915,Soil
Fungi,F106,18578,26771071,Soil
Fungi,F107,42781,25830306,Soil
Fungi,F108,18928,23687765,Soil
Fungi,F109,45536,28726223,Soil
Fungi,F11,20159,31876784,Soil
Fungi,F110,975409,27243062,Soil
Fungi,F111,181912,38447963,Soil
Fungi,F112,20247,26800483,Soil
Fungi,F113,55629,28040428,Soil
Fungi,F114,86444,37121596,Soil
Fungi,F115,172947,33960085,Soil
Fungi,F116,382504,36716831,Soil
Fungi,F118,179086,36766312,Soil
Fungi,F119,54536,33042842,Soil
Fungi,F12,20732,25306782,Soil
Fungi,F120,178858,28991516,Soil
Fungi,F121,189178,35399637,Soil
Fungi,F122,56430,32822306,Soil
Fungi,F123,86580,34664021,Soil
Fungi,F124,668157,33586191,Soil
Fungi,F125,446594,41780975,Soil
Fungi,F126,31572,27268007,Soil
Fungi,F127,36549,31326762,Soil
Fungi,F128,40696,29372886,Soil
Fungi,F129,26184,30202868,Soil
Fungi,F130,95778,33734896,Soil
Fungi,F131,37238,30002522,Soil
Fungi,F132,15276,22440526,Soil
Fungi,F133,43954,30531933,Soil
Fungi,F134,28848,22239079,Soil
Fungi,F135,54755,32303743,Soil
Fungi,F136,13760,19085822,Soil
Fungi,F137,189701,28793664,Soil
Fungi,F138,192468,32899612,Soil
Fungi,F139,64235,25039615,Soil
Fungi,F14,439544,42240662,Soil
Fungi,F140,242792,42771236,Soil
Fungi,F141,442917,39397868,Soil
Fungi,F142,71316,31513682,Soil
Fungi,F143,80295,25893811,Soil
Fungi,F144,52497,30332066,Soil
Fungi,F145,100266,32990621,Soil
Fungi,F146,199647,32524457,Soil
Fungi,F147,246051,43803057,Soil
Fungi,F148,22503,23904193,Soil
Fungi,F149,20941,30458202,Soil
Fungi,F15,81418,29960742,Soil
Fungi,F150,68159,32786260,Soil
Fungi,F151,2107505,24282696,Soil
Fungi,F153,275077,24424416,Soil
Fungi,F154,95647,31406648,Soil
Fungi,F155,87855,36586476,Soil
Fungi,F156,522948,19830021,Soil
Fungi,F157,334925,28386729,Soil
Fungi,F159,27086,30929745,Soil
Fungi,F16,116739,35638379,Soil
Fungi,F161,35904,31593179,Soil
Fungi,F162,169745,29377851,Soil
Fungi,F163,16098,23908346,Soil
Fungi,F164,130142,39677836,Soil
Fungi,F165,46249,22600615,Soil
Fungi,F166,33824,30934029,Soil
Fungi,F167,49278,31794640,Soil
Fungi,F169,78432,50564327,Soil
Fungi,F17,52205,33876267,Soil
Fungi,F170,427066,51137379,Soil
Fungi,F171,675693,36760039,Soil
Fungi,F172,43613,46733747,Soil
Fungi,F173,164878,43419631,Soil
Fungi,F174,65313,37010952,Soil
Fungi,F175,249982,14121310,Soil
Fungi,F176,237941,43082944,Soil
Fungi,F177,1951770,34153258,Soil
Fungi,F178,66442,31667863,Soil
Fungi,F18,46156,31234176,Soil
Fungi,F180,84924,33013228,Soil
Fungi,F181,138556,38163729,Soil
Fungi,F182,120351,19508588,Soil
Fungi,F183,67260,30084494,Soil
Fungi,F184,101935,33716935,Soil
Fungi,F185,152594,28816280,Soil
Fungi,F186,73131,31900940,Soil
Fungi,F187,112789,39110998,Soil
Fungi,F188,30278,33496825,Soil
Fungi,F189,32570,33313930,Soil
Fungi,F19,231304,37618204,Soil
Fungi,F190,99589,37807088,Soil
Fungi,F191,37647,31432298,Soil
Fungi,F192,24277,27213683,Soil
Fungi,F193,18304,31635913,Soil
Fungi,F194,39750,31449916,Soil
Fungi,F195,74896,34932445,Soil
Fungi,F196,322599,27689858,Soil
Fungi,F197,181280,36239765,Soil
Fungi,F198,93242,32429188,Soil
Fungi,F199,79033,35963412,Soil
Fungi,F20,284570,34760493,Soil
Fungi,F200,53464,38412466,Soil
Fungi,F201,753206,28583046,Soil
Fungi,F202,25510,26258326,Soil
Fungi,F203,85059,48221666,Soil
Fungi,F204,39717,31303096,Soil
Fungi,F205,541193,34868881,Soil
Fungi,F206,292956,59043990,Soil
Fungi,F207,26384,27616937,Soil
Fungi,F208,47956,25087793,Soil
Fungi,F209,17726,27521974,Soil
Fungi,F21,284589,36096042,Soil
Fungi,F210,44723,27297116,Soil
Fungi,F211,180536,32506694,Soil
Fungi,F212,42063,35122568,Soil
Fungi,F213,61619,35476330,Soil
Fungi,F214,24835,23833706,Soil
Fungi,F215,166875,39395078,Soil
Fungi,F216,39220,23806626,Soil
Fungi,F217,19565,23881750,Soil
Fungi,F218,315478,31783302,Soil
Fungi,F219,212087,28192766,Soil
Fungi,F220,43330,28375552,Soil
Fungi,F221,21321,26138096,Soil
Fungi,F222,64631,27028418,Soil
Fungi,F223,60739,25233570,Soil
Fungi,F224,36958,31388520,Soil
Fungi,F225,78453,33345675,Soil
Fungi,F226,470653,42989004,Soil
Fungi,F227,70360,31799948,Soil
Fungi,F228,35689,26016013,Soil
Fungi,F229,38867,32084242,Soil
Fungi,F23,625130,38603448,Soil
Fungi,F230,189996,38750241,Soil
Fungi,F231,151581,34965676,Soil
Fungi,F232,2776792,35998934,Soil
Fungi,F233,79238,30426895,Soil
Fungi,F234,97692,73748702,Soil
Fungi,F236,59474,28890227,Soil
Fungi,F237,20338,32787499,Soil
Fungi,F238,358433,35770235,Soil
Fungi,F240,135305,33905918,Soil
Fungi,F241,743151,32664995,Soil
Fungi,F242,25079,38718216,Soil
Fungi,F243,351388,37365850,Soil
Fungi,F244,149756,44140618,Soil
Fungi,F245,241778,44420636,Soil
Fungi,F246,62162,23717676,Soil
Fungi,F247,445844,37198262,Soil
Fungi,F248,125871,40545259,Soil
Fungi,F249,29984,37139611,Soil
Fungi,F25,36260,33580453,Soil
Fungi,F250,18537,33301916,Soil
Fungi,F251,26333,26941866,Soil
Fungi,F252,60142,27728195,Soil
Fungi,F254,74303,32862209,Soil
Fungi,F255,1182848,27766017,Soil
Fungi,F256,90155,39435701,Soil
Fungi,F257,52271,28592293,Soil
Fungi,F258,55512,29007210,Soil
Fungi,F259,50264,51539338,Soil
Fungi,F26,31455,33648215,Soil
Fungi,F260,273622,32422748,Soil
Fungi,F261,52029,40107482,Soil
Fungi,F262,131644,31726425,Soil
Fungi,F263,732352,24648890,Soil
Fungi,F266,49929,30923748,Soil
Fungi,F267,62279,43051481,Soil
Fungi,F268,316840,31974448,Soil
Fungi,F269,116287,28241907,Soil
Fungi,F27,207729,30361017,Soil
Fungi,F270,33222,38910321,Soil
Fungi,F271,21820,33335544,Soil
Fungi,F272,437487,35505866,Soil
Fungi,F273,392747,41452187,Soil
Fungi,F274,257029,42107924,Soil
Fungi,F275,21475,27003560,Soil
Fungi,F276,23890,20574282,Soil
Fungi,F277,376796,43151631,Soil
Fungi,F278,130948,31899284,Soil
Fungi,F279,27797,28434577,Soil
Fungi,F28,49687,33060352,Soil
Fungi,F280,17703,28627826,Soil
Fungi,F281,31540,31164304,Soil
Fungi,F282,100135,25283413,Soil
Fungi,F283,40013,33738498,Soil
Fungi,F284,40309,33968089,Soil
Fungi,F285,39811,27242302,Soil
Fungi,F286,67716,27206083,Soil
Fungi,F287,918555,25610738,Soil
Fungi,F289,2410878,35339559,Soil
Fungi,F29,467927,46344016,Soil
Fungi,F290,460676,27946377,Soil
Fungi,F291,56858,34396033,Soil
Fungi,F292,21026,23193678,Soil
Fungi,F294,328667,44046146,Soil
Fungi,F296,854708,33486260,Soil
Fungi,F297,270384,38228751,Soil
Fungi,F298,107294,41890826,Soil
Fungi,F299,248534,32085247,Soil
Fungi,F3,46601,31164889,Soil
Fungi,F30,231167,50664539,Soil
Fungi,F300,36196,29426249,Soil
Fungi,F301,19574,26197408,Soil
Fungi,F302,56814,35964622,Soil
Fungi,F303,220726,37710037,Soil
Fungi,F304,88070,36057424,Soil
Fungi,F31,1318071,34711937,Soil
Fungi,F32,351661,32287568,Soil
Fungi,F33,224369,25998769,Soil
Fungi,F34,81983,29329730,Soil
Fungi,F35,76317,33610374,Soil
Fungi,F36,47003,30719272,Soil
Fungi,F37,881826,30171541,Soil
Fungi,F38,61889,26838304,Soil
Fungi,F39,150468,37937216,Soil
Fungi,F4,593183,36265122,Soil
Fungi,F40,180042,30437190,Soil
Fungi,F41,378509,28180089,Soil
Fungi,F42,18116,27069596,Soil
Fungi,F43,30513,22661322,Soil
Fungi,F44,36250,26879163,Soil
Fungi,F45,206074,30101044,Soil
Fungi,F46,44065,27771157,Soil
Fungi,F47,34567,41283636,Soil
Fungi,F48,37954,38109087,Soil
Fungi,F49,38598,28873319,Soil
Fungi,F50,111072,38239790,Soil
Fungi,F51,531073,32217510,Soil
Fungi,F52,5988827,20866510,Soil
Fungi,F53,59677,21801147,Soil
Fungi,F54,102438,22324959,Soil
Fungi,F55,45601,22569623,Soil
Fungi,F56,25803,30126599,Soil
Fungi,F57,70120,35586146,Soil
Fungi,F58,125210,32526151,Soil
Fungi,F59,141285,35636166,Soil
Fungi,F60,17722,30078801,Soil
Fungi,F61,26466,30473286,Soil
Fungi,F62,72159,35769474,Soil
Fungi,F63,83835,31494767,Soil
Fungi,F64,194027,34285075,Soil
Fungi,F65,140757,44060508,Soil
Fungi,F66,31543,37390218,Soil
Fungi,F67,53135,34078733,Soil
Fungi,F69,143620,34056004,Soil
Fungi,F70,41157,37637862,Soil
Fungi,F71,31591,23852776,Soil
Fungi,F73,26888,33440647,Soil
Fungi,F74,113273,36951110,Soil
Fungi,F75,3473279,21472499,Soil
Fungi,F76,291890,20034726,Soil
Fungi,F77,102547,37028794,Soil
Fungi,F79,185149,18088648,Soil
Fungi,F80,439187,23231940,Soil
Fungi,F81,166134,39944230,Soil
Fungi,F83,41170,31741951,Soil
Fungi,F84,75415,33041185,Soil
Fungi,F85,36032,31482259,Soil
Fungi,F86,250020,31053943,Soil
Fungi,F87,148868,35453956,Soil
Fungi,F88,130023,35653153,Soil
Fungi,F90,206208,41107390,Soil
Fungi,F91,277613,47624233,Soil
Fungi,F93,730200,24485149,Soil
Fungi,F94,181452,27911859,Soil
Fungi,F95,90797,26804543,Soil
Fungi,F96,173142,35366517,Soil
Fungi,F97,127648,35260731,Soil
Fungi,F98,59534,30902735,Soil
Fungi,F99,484669,33337703,Soil
Fungi,R1,64121,34629600,Soil
Fungi,R2,1263217,32681101,Soil
Fungi,R3,181427,23300749,Soil
Fungi,R4,365492,28673240,Soil
Fungi,R5,261711,34432238,Soil
Fungi,R6,49216,36493337,Soil
Fungi,R7,108088,30320046,Soil
Fungi,R8,21338,24670584,Soil
Fungi,R9,67120,36974357,Soil
Archaea,F10,10094,43430272,Soil
Archaea,F100,13908,34265186,Soil
Archaea,F101,31327,33390930,Soil
Archaea,F102,25961,26817871,Soil
Archaea,F103,12044,31737018,Soil
Archaea,F104,12950,26722895,Soil
Archaea,F105,158569,24519915,Soil
Archaea,F106,54642,26771071,Soil
Archaea,F107,8933,25830306,Soil
Archaea,F108,21734,23687765,Soil
Archaea,F109,15416,28726223,Soil
Archaea,F11,19220,31876784,Soil
Archaea,F110,14992,27243062,Soil
Archaea,F111,13448,38447963,Soil
Archaea,F112,21888,26800483,Soil
Archaea,F113,65776,28040428,Soil
Archaea,F114,32816,37121596,Soil
Archaea,F115,13235,33960085,Soil
Archaea,F116,31457,36716831,Soil
Archaea,F118,13956,36766312,Soil
Archaea,F119,31158,33042842,Soil
Archaea,F12,85009,25306782,Soil
Archaea,F120,80340,28991516,Soil
Archaea,F121,17589,35399637,Soil
Archaea,F122,60441,32822306,Soil
Archaea,F123,36090,34664021,Soil
Archaea,F124,14692,33586191,Soil
Archaea,F125,15827,41780975,Soil
Archaea,F126,12905,27268007,Soil
Archaea,F127,16406,31326762,Soil
Archaea,F128,14098,29372886,Soil
Archaea,F129,145374,30202868,Soil
Archaea,F130,13788,33734896,Soil
Archaea,F131,11935,30002522,Soil
Archaea,F132,53915,22440526,Soil
Archaea,F133,10649,30531933,Soil
Archaea,F134,7157,22239079,Soil
Archaea,F135,50742,32303743,Soil
Archaea,F136,50149,19085822,Soil
Archaea,F137,30645,28793664,Soil
Archaea,F138,13161,32899612,Soil
Archaea,F139,11258,25039615,Soil
Archaea,F14,10465,42240662,Soil
Archaea,F140,12204,42771236,Soil
Archaea,F141,51917,39397868,Soil
Archaea,F142,12660,31513682,Soil
Archaea,F143,9683,25893811,Soil
Archaea,F144,12130,30332066,Soil
Archaea,F145,13558,32990621,Soil
Archaea,F146,24876,32524457,Soil
Archaea,F147,15226,43803057,Soil
Archaea,F148,27255,23904193,Soil
Archaea,F149,15134,30458202,Soil
Archaea,F15,10757,29960742,Soil
Archaea,F150,79702,32786260,Soil
Archaea,F151,39523,24282696,Soil
Archaea,F153,56450,24424416,Soil
Archaea,F154,14649,31406648,Soil
Archaea,F155,45823,36586476,Soil
Archaea,F156,8458,19830021,Soil
Archaea,F157,17901,28386729,Soil
Archaea,F159,14099,30929745,Soil
Archaea,F16,195154,35638379,Soil
Archaea,F161,31309,31593179,Soil
Archaea,F162,11697,29377851,Soil
Archaea,F163,34088,23908346,Soil
Archaea,F164,33546,39677836,Soil
Archaea,F165,51409,22600615,Soil
Archaea,F166,18799,30934029,Soil
Archaea,F167,11055,31794640,Soil
Archaea,F169,22260,50564327,Soil
Archaea,F17,20682,33876267,Soil
Archaea,F170,103592,51137379,Soil
Archaea,F171,9834,36760039,Soil
Archaea,F172,20806,46733747,Soil
Archaea,F173,18233,43419631,Soil
Archaea,F174,12929,37010952,Soil
Archaea,F175,5470,14121310,Soil
Archaea,F176,13238,43082944,Soil
Archaea,F177,21699,34153258,Soil
Archaea,F178,11984,31667863,Soil
Archaea,F18,20883,31234176,Soil
Archaea,F180,31675,33013228,Soil
Archaea,F181,22805,38163729,Soil
Archaea,F182,44712,19508588,Soil
Archaea,F183,213063,30084494,Soil
Archaea,F184,15763,33716935,Soil
Archaea,F185,15835,28816280,Soil
Archaea,F186,31580,31900940,Soil
Archaea,F187,8927,39110998,Soil
Archaea,F188,14452,33496825,Soil
Archaea,F189,52957,33313930,Soil
Archaea,F19,58930,37618204,Soil
Archaea,F190,13361,37807088,Soil
Archaea,F191,9952,31432298,Soil
Archaea,F192,10016,27213683,Soil
Archaea,F193,12236,31635913,Soil
Archaea,F194,13650,31449916,Soil
Archaea,F195,11130,34932445,Soil
Archaea,F196,26760,27689858,Soil
Archaea,F197,31807,36239765,Soil
Archaea,F198,53524,32429188,Soil
Archaea,F199,22328,35963412,Soil
Archaea,F20,13572,34760493,Soil
Archaea,F200,29248,38412466,Soil
Archaea,F201,32790,28583046,Soil
Archaea,F202,59561,26258326,Soil
Archaea,F203,25547,48221666,Soil
Archaea,F204,11825,31303096,Soil
Archaea,F205,10127,34868881,Soil
Archaea,F206,16117,59043990,Soil
Archaea,F207,35095,27616937,Soil
Archaea,F208,10568,25087793,Soil
Archaea,F209,13108,27521974,Soil
Archaea,F21,13119,36096042,Soil
Archaea,F210,9787,27297116,Soil
Archaea,F211,16885,32506694,Soil
Archaea,F212,13805,35122568,Soil
Archaea,F213,36407,35476330,Soil
Archaea,F214,167991,23833706,Soil
Archaea,F215,28032,39395078,Soil
Archaea,F216,15798,23806626,Soil
Archaea,F217,88037,23881750,Soil
Archaea,F218,19206,31783302,Soil
Archaea,F219,7178,28192766,Soil
Archaea,F220,11591,28375552,Soil
Archaea,F221,12617,26138096,Soil
Archaea,F222,9477,27028418,Soil
Archaea,F223,28548,25233570,Soil
Archaea,F224,62067,31388520,Soil
Archaea,F225,68021,33345675,Soil
Archaea,F226,224389,42989004,Soil
Archaea,F227,27971,31799948,Soil
Archaea,F228,160475,26016013,Soil
Archaea,F229,11931,32084242,Soil
Archaea,F23,49680,38603448,Soil
Archaea,F230,32940,38750241,Soil
Archaea,F231,16043,34965676,Soil
Archaea,F232,9199,35998934,Soil
Archaea,F233,37636,30426895,Soil
Archaea,F234,69548,73748702,Soil
Archaea,F236,23385,28890227,Soil
Archaea,F237,15304,32787499,Soil
Archaea,F238,27928,35770235,Soil
Archaea,F240,87904,33905918,Soil
Archaea,F241,8889,32664995,Soil
Archaea,F242,16286,38718216,Soil
Archaea,F243,26412,37365850,Soil
Archaea,F244,53988,44140618,Soil
Archaea,F245,29939,44420636,Soil
Archaea,F246,19770,23717676,Soil
Archaea,F247,10247,37198262,Soil
Archaea,F248,26360,40545259,Soil
Archaea,F249,22369,37139611,Soil
Archaea,F25,16717,33580453,Soil
Archaea,F250,14317,33301916,Soil
Archaea,F251,9631,26941866,Soil
Archaea,F252,8994,27728195,Soil
Archaea,F254,10911,32862209,Soil
Archaea,F255,9427,27766017,Soil
Archaea,F256,20601,39435701,Soil
Archaea,F257,12789,28592293,Soil
Archaea,F258,21299,29007210,Soil
Archaea,F259,19709,51539338,Soil
Archaea,F26,13114,33648215,Soil
