Kingdom,SampleID,Count,Total,Tissue
Bacteria,FO1,336837,6378624,Leaf
Bacteria,FO10,268141,5911218,Leaf
Bacteria,FO100,576910,5159953,Leaf
Bacteria,FO101,1429954,8037844,Leaf
Bacteria,FO102,637191,6761146,Leaf
Bacteria,FO103,676404,6126819,Leaf
Bacteria,FO104,587574,5160471,Leaf
Bacteria,FO105,266127,3571043,Leaf
Bacteria,FO106,492682,7789534,Leaf
Bacteria,FO107,149348,6057944,Leaf
Bacteria,FO108,150884,4375268,Leaf
Bacteria,FO109,120862,4116358,Leaf
Bacteria,FO11,425561,4305506,Leaf
Bacteria,FO110,442296,5688955,Leaf
Bacteria,FO111,227214,5455402,Leaf
Bacteria,FO112,235828,4436161,Leaf
Bacteria,FO113,100127,2801449,Leaf
Bacteria,FO114,565079,4670793,Leaf
Bacteria,FO115,506826,5934727,Leaf
Bacteria,FO116,400721,4042905,Leaf
Bacteria,FO117,175882,4326405,Leaf
Bacteria,FO118,486244,10677796,Leaf
Bacteria,FO119,217757,7014952,Leaf
Bacteria,FO12,248360,4969151,Leaf
Bacteria,FO120,308609,3414102,Leaf
Bacteria,FO121,94856,3127922,Leaf
Bacteria,FO122,154842,3841961,Leaf
Bacteria,FO123,138272,3778263,Leaf
Bacteria,FO124,343611,5486559,Leaf
Bacteria,FO125,343764,6454018,Leaf
Bacteria,FO126,803238,7246773,Leaf
Bacteria,FO127,422599,5237128,Leaf
Bacteria,FO128,172353,4097540,Leaf
Bacteria,FO129,181663,3723095,Leaf
Bacteria,FO13,229072,4669757,Leaf
Bacteria,FO130,140677,3957682,Leaf
Bacteria,FO131,279605,4767054,Leaf
Bacteria,FO132,120189,3919648,Leaf
Bacteria,FO133,124360,3074226,Leaf
Bacteria,FO134,182338,4998884,Leaf
Bacteria,FO135,245855,6266741,Leaf
Bacteria,FO136,443491,6959783,Leaf
Bacteria,FO137,227903,5705308,Leaf
Bacteria,FO138,116738,3140713,Leaf
Bacteria,FO139,296824,4625896,Leaf
Bacteria,FO14,731969,5544240,Leaf
Bacteria,FO140,282050,3949293,Leaf
Bacteria,FO141,282778,3914038,Leaf
Bacteria,FO142,116218,2748656,Leaf
Bacteria,FO143,584995,4321952,Leaf
Bacteria,FO144,130505,3453723,Leaf
Bacteria,FO145,356074,3842066,Leaf
Bacteria,FO146,141406,3560072,Leaf
Bacteria,FO147,195434,3783260,Leaf
Bacteria,FO148,160329,3945170,Leaf
Bacteria,FO149,198830,3746114,Leaf
Bacteria,FO15,138317,3828001,Leaf
Bacteria,FO150,166332,3268628,Leaf
Bacteria,FO151,382159,4272951,Leaf
Bacteria,FO152,1297928,6459698,Leaf
Bacteria,FO153,422025,3941976,Leaf
Bacteria,FO154,98999,3367242,Leaf
Bacteria,FO155,156383,4893591,Leaf
Bacteria,FO156,1169681,7497021,Leaf
Bacteria,FO157,611117,5948145,Leaf
Bacteria,FO158,541357,5731391,Leaf
Bacteria,FO159,138782,3718281,Leaf
Bacteria,FO16,466244,3692575,Leaf
Bacteria,FO160,105108,3910356,Leaf
Bacteria,FO161,425900,3915026,Leaf
Bacteria,FO162,311769,4122614,Leaf
Bacteria,FO163,303833,6304376,Leaf
Bacteria,FO164,345494,7594552,Leaf
Bacteria,FO165,1226566,5737614,Leaf
Bacteria,FO166,205857,5088445,Leaf
Bacteria,FO167,119800,3764398,Leaf
Bacteria,FO168,115212,4060908,Leaf
Bacteria,FO169,121467,3072462,Leaf
Bacteria,FO17,319606,7850871,Leaf
Bacteria,FO170,259643,3748304,Leaf
Bacteria,FO171,382716,3953247,Leaf
Bacteria,FO172,325241,4979104,Leaf
Bacteria,FO173,106090,4695397,Leaf
Bacteria,FO174,250833,7338970,Leaf
Bacteria,FO175,350118,5906803,Leaf
Bacteria,FO176,211674,6218176,Leaf
Bacteria,FO177,342706,5883927,Leaf
Bacteria,FO178,354245,5629059,Leaf
Bacteria,FO179,447792,5265959,Leaf
Bacteria,FO18,161466,3536124,Leaf
Bacteria,FO180,191570,4565920,Leaf
Bacteria,FO181,180655,4533083,Leaf
Bacteria,FO182,450881,4475106,Leaf
Bacteria,FO183,113416,2941182,Leaf
Bacteria,FO184,744316,6002036,Leaf
Bacteria,FO185,359627,6553884,Leaf
Bacteria,FO186,201566,4094565,Leaf
Bacteria,FO187,143760,3861714,Leaf
Bacteria,FO188,572527,6287653,Leaf
Bacteria,FO189,288586,5539992,Leaf
Bacteria,FO19,148311,3257471,Leaf
Bacteria,FO190,208043,4504902,Leaf
Bacteria,FO191,227277,4595362,Leaf
Bacteria,FO192,168672,3275975,Leaf
Bacteria,FO193,1158196,6247786,Leaf
Bacteria,FO194,206964,4537688,Leaf
Bacteria,FO195,659572,7737780,Leaf
Bacteria,FO196,200630,7109297,Leaf
Bacteria,FO197,377229,3900871,Leaf
Bacteria,FO198,1327140,6756455,Leaf
Bacteria,FO199,536102,4212397,Leaf
Bacteria,FO2,375096,5084219,Leaf
Bacteria,FO20,323703,5865411,Leaf
Bacteria,FO200,355733,4581707,Leaf
Bacteria,FO201,207251,4393945,Leaf
Bacteria,FO202,617688,5922293,Leaf
Bacteria,FO203,288624,4453898,Leaf
Bacteria,FO204,113396,3260244,Leaf
Bacteria,FO205,286990,4048408,Leaf
Bacteria,FO206,172083,3985532,Leaf
Bacteria,FO207,277280,4056615,Leaf
Bacteria,FO208,144959,4098904,Leaf
Bacteria,FO209,125045,3711588,Leaf
Bacteria,FO21,958896,6482857,Leaf
Bacteria,FO210,119997,3386938,Leaf
Bacteria,FO211,148635,4212417,Leaf
Bacteria,FO212,116114,4310022,Leaf
Bacteria,FO213,452813,6011324,Leaf
Bacteria,FO214,132071,3086064,Leaf
Bacteria,FO215,384569,6989142,Leaf
Bacteria,FO216,228056,5886475,Leaf
Bacteria,FO217,247493,5233048,Leaf
Bacteria,FO218,136723,3693457,Leaf
Bacteria,FO219,158341,3259596,Leaf
Bacteria,FO22,839050,4756245,Leaf
Bacteria,FO220,587517,7703217,Leaf
Bacteria,FO221,599615,7400205,Leaf
Bacteria,FO222,545507,4346927,Leaf
Bacteria,FO223,171608,3895349,Leaf
Bacteria,FO224,315567,7154719,Leaf
Bacteria,FO225,174981,4097712,Leaf
Bacteria,FO226,126102,3595460,Leaf
Bacteria,FO227,192438,4681867,Leaf
Bacteria,FO228,340297,5947668,Leaf
Bacteria,FO229,178014,4459971,Leaf
Bacteria,FO23,244320,5141450,Leaf
Bacteria,FO230,728190,4878217,Leaf
Bacteria,FO231,590325,6503944,Leaf
Bacteria,FO232,243192,5147096,Leaf
Bacteria,FO233,337706,4282311,Leaf
Bacteria,FO234,147122,5922007,Leaf
Bacteria,FO235,135771,3451313,Leaf
Bacteria,FO236,137322,3644869,Leaf
Bacteria,FO237,102460,3433798,Leaf
Bacteria,FO238,320976,5841093,Leaf
Bacteria,FO239,101016,3791971,Leaf
Bacteria,FO24,263538,3681341,Leaf
Bacteria,FO240,424355,6148647,Leaf
Bacteria,FO241,124274,3693420,Leaf
Bacteria,FO242,102719,3265603,Leaf
Bacteria,FO243,210001,5680288,Leaf
Bacteria,FO244,137096,3200792,Leaf
Bacteria,FO245,124610,3712524,Leaf
Bacteria,FO246,220179,3375182,Leaf
Bacteria,FO247,125845,3337371,Leaf
Bacteria,FO248,746252,5234372,Leaf
Bacteria,FO249,369251,5818522,Leaf
Bacteria,FO25,147704,3726984,Leaf
Bacteria,FO250,100577,4391411,Leaf
Bacteria,FO251,179650,7071529,Leaf
Bacteria,FO252,171680,3991214,Leaf
Bacteria,FO253,321046,3668500,Leaf
Bacteria,FO254,354688,3586924,Leaf
Bacteria,FO255,299989,3789938,Leaf
Bacteria,FO256,240273,3771976,Leaf
Bacteria,FO257,187172,3551759,Leaf
Bacteria,FO258,1949225,6823967,Leaf
Bacteria,FO259,175962,3168623,Leaf
Bacteria,FO26,264419,4269551,Leaf
Bacteria,FO260,2201084,8153926,Leaf
Bacteria,FO261,693815,7716000,Leaf
Bacteria,FO262,877870,8317948,Leaf
Bacteria,FO263,158111,3506559,Leaf
Bacteria,FO264,139219,4085264,Leaf
Bacteria,FO265,169947,3938091,Leaf
Bacteria,FO266,276743,4155942,Leaf
Bacteria,FO267,239728,4368924,Leaf
Bacteria,FO268,1389477,7829968,Leaf
Bacteria,FO269,691924,6444773,Leaf
Bacteria,FO27,191399,3254192,Leaf
Bacteria,FO270,666381,6483069,Leaf
Bacteria,FO271,535890,6642976,Leaf
Bacteria,FO272,745010,4562601,Leaf
Bacteria,FO273,357543,6301159,Leaf
Bacteria,FO274,135943,3307286,Leaf
Bacteria,FO275,619574,4670154,Leaf
Bacteria,FO276,165826,4565061,Leaf
Bacteria,FO277,186352,4498599,Leaf
Bacteria,FO278,787479,4828750,Leaf
Bacteria,FO279,420922,9460062,Leaf
Bacteria,FO28,115048,4500756,Leaf
Bacteria,FO280,97978,4685023,Leaf
Bacteria,FO281,248643,3261635,Leaf
Bacteria,FO282,90888,4702564,Leaf
Bacteria,FO283,180253,3295433,Leaf
Bacteria,FO284,129952,3558889,Leaf
Bacteria,FO285,379500,4769532,Leaf
Bacteria,FO286,1096658,4984319,Leaf
Bacteria,FO287,325471,3097362,Leaf
Bacteria,FO288,394637,4954280,Leaf
Bacteria,FO289,258178,3733733,Leaf
Bacteria,FO29,272752,3605625,Leaf
Bacteria,FO290,439750,4099472,Leaf
Bacteria,FO291,346172,3913549,Leaf
Bacteria,FO292,118896,3645044,Leaf
Bacteria,FO293,135144,3320365,Leaf
Bacteria,FO294,253098,4381218,Leaf
Bacteria,FO295,121961,3660037,Leaf
Bacteria,FO296,177690,3677228,Leaf
Bacteria,FO297,278056,3338681,Leaf
Bacteria,FO298,433702,4288988,Leaf
Bacteria,FO299,1024779,4450946,Leaf
Bacteria,FO3,112987,3557356,Leaf
Bacteria,FO30,317244,7398543,Leaf
Bacteria,FO300,471518,3558526,Leaf
Bacteria,FO31,177927,4451532,Leaf
Bacteria,FO32,299130,4689303,Leaf
Bacteria,FO33,492932,6042193,Leaf
Bacteria,FO34,288900,4428670,Leaf
Bacteria,FO35,117781,4070525,Leaf
Bacteria,FO36,88860,3745175,Leaf
Bacteria,FO37,18062019,22430418,Leaf
Bacteria,FO38,1517354,7230352,Leaf
Bacteria,FO39,797696,5773920,Leaf
Bacteria,FO4,545574,7332171,Leaf
Bacteria,FO40,404824,3645604,Leaf
Bacteria,FO41,139861,3751210,Leaf
Bacteria,FO42,371224,4943927,Leaf
Bacteria,FO43,206277,4660940,Leaf
Bacteria,FO44,238328,3599948,Leaf
Bacteria,FO45,190882,4360884,Leaf
Bacteria,FO46,620156,7397181,Leaf
Bacteria,FO47,101684,4035291,Leaf
Bacteria,FO48,239094,5764566,Leaf
Bacteria,FO49,274899,7067300,Leaf
Bacteria,FO5,276025,4801888,Leaf
Bacteria,FO50,105112,4312446,Leaf
Bacteria,FO51,132884,4760112,Leaf
Bacteria,FO52,547850,3552139,Leaf
Bacteria,FO53,552363,4910924,Leaf
Bacteria,FO54,322213,4560113,Leaf
Bacteria,FO55,103530,3510036,Leaf
Bacteria,FO56,408273,5267095,Leaf
Bacteria,FO57,221859,3790423,Leaf
Bacteria,FO58,321367,4085757,Leaf
Bacteria,FO59,299417,4684306,Leaf
Bacteria,FO6,1019242,4433072,Leaf
Bacteria,FO60,299142,4088999,Leaf
Bacteria,FO61,195224,3583246,Leaf
Bacteria,FO62,605002,5415916,Leaf
Bacteria,FO63,248443,3475340,Leaf
Bacteria,FO64,352118,4191934,Leaf
Bacteria,FO65,141629,5160805,Leaf
Bacteria,FO66,357521,5099617,Leaf
Bacteria,FO67,159476,4765219,Leaf
Bacteria,FO68,295280,4700976,Leaf
Bacteria,FO69,219033,5066546,Leaf
Bacteria,FO7,383081,3834047,Leaf
Bacteria,FO70,332571,3634207,Leaf
Bacteria,FO71,567584,4196454,Leaf
Bacteria,FO72,102370,3287073,Leaf
Bacteria,FO73,339970,3270149,Leaf
Bacteria,FO74,299601,3433201,Leaf
Bacteria,FO75,78288,2633093,Leaf
Bacteria,FO76,394756,5253215,Leaf
Bacteria,FO77,1420023,4463413,Leaf
Bacteria,FO78,1338227,7299790,Leaf
Bacteria,FO79,367727,4521589,Leaf
Bacteria,FO8,161435,4184366,Leaf
Bacteria,FO80,419753,6470733,Leaf
Bacteria,FO81,286969,3406652,Leaf
Bacteria,FO83,264613,3595287,Leaf
Bacteria,FO84,593856,3567111,Leaf
Bacteria,FO85,322982,6217272,Leaf
Bacteria,FO87,1184284,5961428,Leaf
Bacteria,FO88,234344,4467550,Leaf
Bacteria,FO89,634567,9487698,Leaf
Bacteria,FO9,552920,5810257,Leaf
Bacteria,FO90,318291,4297454,Leaf
Bacteria,FO91,159276,3465431,Leaf
Bacteria,FO92,165477,3562456,Leaf
Bacteria,FO93,349847,4305614,Leaf
Bacteria,FO94,175056,6563876,Leaf
Bacteria,FO95,92273,3189431,Leaf
Bacteria,FO96,103644,3735353,Leaf
Bacteria,FO97,106602,3477023,Leaf
Bacteria,FO98,698185,7229090,Leaf
Bacteria,FO99,339041,5394861,Leaf
Fungi,FO1,2406101,6378624,Leaf
Fungi,FO10,2576677,5911218,Leaf
Fungi,FO100,1463012,5159953,Leaf
Fungi,FO101,2900247,8037844,Leaf
Fungi,FO102,2163399,6761146,Leaf
Fungi,FO103,1216307,6126819,Leaf
Fungi,FO104,887459,5160471,Leaf
Fungi,FO105,415427,3571043,Leaf
Fungi,FO106,2370978,7789534,Leaf
Fungi,FO107,2272358,6057944,Leaf
Fungi,FO108,501782,4375268,Leaf
Fungi,FO109,916187,4116358,Leaf
Fungi,FO11,1210801,4305506,Leaf
Fungi,FO110,1081754,5688955,Leaf
Fungi,FO111,1983802,5455402,Leaf
Fungi,FO112,286895,4436161,Leaf
Fungi,FO113,183110,2801449,Leaf
Fungi,FO114,989756,4670793,Leaf
Fungi,FO115,1628191,5934727,Leaf
Fungi,FO116,997631,4042905,Leaf
Fungi,FO117,1366486,4326405,Leaf
Fungi,FO118,5742969,10677796,Leaf
Fungi,FO119,2427535,7014952,Leaf
Fungi,FO12,1868407,4969151,Leaf
Fungi,FO120,451331,3414102,Leaf
Fungi,FO121,373243,3127922,Leaf
Fungi,FO122,512035,3841961,Leaf
Fungi,FO123,793447,3778263,Leaf
Fungi,FO124,1899734,5486559,Leaf
Fungi,FO125,2303629,6454018,Leaf
Fungi,FO126,3022534,7246773,Leaf
Fungi,FO127,1844882,5237128,Leaf
Fungi,FO128,285069,4097540,Leaf
Fungi,FO129,1052182,3723095,Leaf
Fungi,FO13,1622738,4669757,Leaf
Fungi,FO130,655948,3957682,Leaf
Fungi,FO131,1453453,4767054,Leaf
Fungi,FO132,855405,3919648,Leaf
Fungi,FO133,257200,3074226,Leaf
Fungi,FO134,1377192,4998884,Leaf
Fungi,FO135,2648739,6266741,Leaf
Fungi,FO136,2940793,6959783,Leaf
Fungi,FO137,1427399,5705308,Leaf
Fungi,FO138,430992,3140713,Leaf
Fungi,FO139,1357818,4625896,Leaf
Fungi,FO14,1985738,5544240,Leaf
Fungi,FO140,353845,3949293,Leaf
Fungi,FO141,529534,3914038,Leaf
Fungi,FO142,365283,2748656,Leaf
Fungi,FO143,943667,4321952,Leaf
Fungi,FO144,503281,3453723,Leaf
Fungi,FO145,457939,3842066,Leaf
Fungi,FO146,652789,3560072,Leaf
Fungi,FO147,567704,3783260,Leaf
Fungi,FO148,930433,3945170,Leaf
Fungi,FO149,367181,3746114,Leaf
Fungi,FO15,783200,3828001,Leaf
Fungi,FO150,274621,3268628,Leaf
Fungi,FO151,872924,4272951,Leaf
Fungi,FO152,1622492,6459698,Leaf
Fungi,FO153,748980,3941976,Leaf
Fungi,FO154,440073,3367242,Leaf
Fungi,FO155,1373624,4893591,Leaf
Fungi,FO156,2638042,7497021,Leaf
Fungi,FO157,2721271,5948145,Leaf
Fungi,FO158,1900066,5731391,Leaf
Fungi,FO159,899422,3718281,Leaf
Fungi,FO16,480160,3692575,Leaf
Fungi,FO160,1015213,3910356,Leaf
Fungi,FO161,622903,3915026,Leaf
Fungi,FO162,706877,4122614,Leaf
Fungi,FO163,2634289,6304376,Leaf
Fungi,FO164,3199778,7594552,Leaf
Fungi,FO165,1019324,5737614,Leaf
Fungi,FO166,1705002,5088445,Leaf
Fungi,FO167,558072,3764398,Leaf
Fungi,FO168,667187,4060908,Leaf
Fungi,FO169,302268,3072462,Leaf
Fungi,FO17,3716095,7850871,Leaf
Fungi,FO170,437091,3748304,Leaf
Fungi,FO171,345362,3953247,Leaf
Fungi,FO172,1499431,4979104,Leaf
Fungi,FO173,1593279,4695397,Leaf
Fungi,FO174,3440223,7338970,Leaf
Fungi,FO175,2223209,5906803,Leaf
Fungi,FO176,2870458,6218176,Leaf
Fungi,FO177,2404609,5883927,Leaf
Fungi,FO178,1731552,5629059,Leaf
Fungi,FO179,1779317,5265959,Leaf
Fungi,FO18,297529,3536124,Leaf
Fungi,FO180,1472196,4565920,Leaf
Fungi,FO181,1007677,4533083,Leaf
Fungi,FO182,1258207,4475106,Leaf
Fungi,FO183,489553,2941182,Leaf
Fungi,FO184,1933551,6002036,Leaf
Fungi,FO185,2816288,6553884,Leaf
Fungi,FO186,1226801,4094565,Leaf
Fungi,FO187,745156,3861714,Leaf
Fungi,FO188,2340876,6287653,Leaf
Fungi,FO189,1898496,5539992,Leaf
Fungi,FO19,442876,3257471,Leaf
Fungi,FO190,1237690,4504902,Leaf
Fungi,FO191,1162659,4595362,Leaf
Fungi,FO192,246568,3275975,Leaf
Fungi,FO193,1675375,6247786,Leaf
Fungi,FO194,1080434,4537688,Leaf
Fungi,FO195,2201557,7737780,Leaf
Fungi,FO196,2886082,7109297,Leaf
Fungi,FO197,462554,3900871,Leaf
Fungi,FO198,2306090,6756455,Leaf
Fungi,FO199,1026736,4212397,Leaf
Fungi,FO2,1695774,5084219,Leaf
Fungi,FO20,2496419,5865411,Leaf
Fungi,FO200,928273,4581707,Leaf
Fungi,FO201,781481,4393945,Leaf
Fungi,FO202,1723972,5922293,Leaf
Fungi,FO203,1011538,4453898,Leaf
Fungi,FO204,315445,3260244,Leaf
Fungi,FO205,592151,4048408,Leaf
Fungi,FO206,759994,3985532,Leaf
Fungi,FO207,681057,4056615,Leaf
Fungi,FO208,1162779,4098904,Leaf
Fungi,FO209,918747,3711588,Leaf
Fungi,FO21,1727737,6482857,Leaf
Fungi,FO210,291771,3386938,Leaf
Fungi,FO211,480490,4212417,Leaf
Fungi,FO212,550595,4310022,Leaf
Fungi,FO213,1637488,6011324,Leaf
Fungi,FO214,236154,3086064,Leaf
Fungi,FO215,1560256,6989142,Leaf
Fungi,FO216,1977351,5886475,Leaf
Fungi,FO217,1845245,5233048,Leaf
Fungi,FO218,556098,3693457,Leaf
Fungi,FO219,228020,3259596,Leaf
Fungi,FO22,1018127,4756245,Leaf
Fungi,FO220,2705731,7703217,Leaf
Fungi,FO221,2976165,7400205,Leaf
Fungi,FO222,540025,4346927,Leaf
Fungi,FO223,418184,3895349,Leaf
Fungi,FO224,1922940,7154719,Leaf
Fungi,FO225,443500,4097712,Leaf
Fungi,FO226,557379,3595460,Leaf
Fungi,FO227,1111792,4681867,Leaf
Fungi,FO228,1466837,5947668,Leaf
Fungi,FO229,960796,4459971,Leaf
Fungi,FO23,1280815,5141450,Leaf
Fungi,FO230,892474,4878217,Leaf
Fungi,FO231,2291543,6503944,Leaf
Fungi,FO232,580034,5147096,Leaf
Fungi,FO233,612393,4282311,Leaf
Fungi,FO234,2200199,5922007,Leaf
Fungi,FO235,379848,3451313,Leaf
Fungi,FO236,799034,3644869,Leaf
Fungi,FO237,610023,3433798,Leaf
Fungi,FO238,1838742,5841093,Leaf
Fungi,FO239,869861,3791971,Leaf
Fungi,FO24,312846,3681341,Leaf
Fungi,FO240,1478637,6148647,Leaf
Fungi,FO241,422699,3693420,Leaf
Fungi,FO242,602536,3265603,Leaf
Fungi,FO243,1119991,5680288,Leaf
Fungi,FO244,346540,3200792,Leaf
Fungi,FO245,937029,3712524,Leaf
Fungi,FO246,697077,3375182,Leaf
Fungi,FO247,493208,3337371,Leaf
Fungi,FO248,1428865,5234372,Leaf
Fungi,FO249,1697995,5818522,Leaf
Fungi,FO25,757640,3726984,Leaf
Fungi,FO250,1054669,4391411,Leaf
Fungi,FO251,3387255,7071529,Leaf
Fungi,FO252,672367,3991214,Leaf
Fungi,FO253,356283,3668500,Leaf
Fungi,FO254,260658,3586924,Leaf
Fungi,FO255,571933,3789938,Leaf
Fungi,FO256,550690,3771976,Leaf
Fungi,FO257,565259,3551759,Leaf
Fungi,FO258,1880243,6823967,Leaf
Fungi,FO259,253869,3168623,Leaf
Fungi,FO26,862096,4269551,Leaf
Fungi,FO260,2386530,8153926,Leaf
Fungi,FO261,1607646,7716000,Leaf
Fungi,FO262,2312041,8317948,Leaf
Fungi,FO263,754369,3506559,Leaf
Fungi,FO264,986770,4085264,Leaf
Fungi,FO265,962270,3938091,Leaf
Fungi,FO266,396731,4155942,Leaf
Fungi,FO267,1130222,4368924,Leaf
Fungi,FO268,2412555,7829968,Leaf
Fungi,FO269,1957127,6444773,Leaf
Fungi,FO27,337333,3254192,Leaf
Fungi,FO270,2206431,6483069,Leaf
Fungi,FO271,2635013,6642976,Leaf
Fungi,FO272,1293649,4562601,Leaf
Fungi,FO273,1808421,6301159,Leaf
Fungi,FO274,710303,3307286,Leaf
Fungi,FO275,1339088,4670154,Leaf
Fungi,FO276,1756972,4565061,Leaf
Fungi,FO277,997794,4498599,Leaf
Fungi,FO278,1177001,4828750,Leaf
Fungi,FO279,4340323,9460062,Leaf
Fungi,FO28,1527800,4500756,Leaf
Fungi,FO280,1654919,4685023,Leaf
Fungi,FO281,493821,3261635,Leaf
Fungi,FO282,1764829,4702564,Leaf
Fungi,FO283,782332,3295433,Leaf
Fungi,FO284,354173,3558889,Leaf
Fungi,FO285,1320742,4769532,Leaf
Fungi,FO286,823885,4984319,Leaf
Fungi,FO287,454180,3097362,Leaf
Fungi,FO288,1667375,4954280,Leaf
Fungi,FO289,819489,3733733,Leaf
Fungi,FO29,777966,3605625,Leaf
Fungi,FO290,712028,4099472,Leaf
Fungi,FO291,581755,3913549,Leaf
Fungi,FO292,370962,3645044,Leaf
Fungi,FO293,269465,3320365,Leaf
Fungi,FO294,1408792,4381218,Leaf
Fungi,FO295,231270,3660037,Leaf
Fungi,FO296,712199,3677228,Leaf
Fungi,FO297,357881,3338681,Leaf
Fungi,FO298,1217193,4288988,Leaf
Fungi,FO299,741454,4450946,Leaf
Fungi,FO3,641700,3557356,Leaf
Fungi,FO30,3314725,7398543,Leaf
Fungi,FO300,431896,3558526,Leaf
Fungi,FO31,436979,4451532,Leaf
Fungi,FO32,1068206,4689303,Leaf
Fungi,FO33,640726,6042193,Leaf
Fungi,FO34,697191,4428670,Leaf
Fungi,FO35,694641,4070525,Leaf
Fungi,FO36,943158,3745175,Leaf
Fungi,FO37,429046,22430418,Leaf
Fungi,FO38,2364249,7230352,Leaf
Fungi,FO39,1787104,5773920,Leaf
Fungi,FO4,2607812,7332171,Leaf
Fungi,FO40,475197,3645604,Leaf
Fungi,FO41,511107,3751210,Leaf
Fungi,FO42,1717752,4943927,Leaf
Fungi,FO43,1453093,4660940,Leaf
Fungi,FO44,285445,3599948,Leaf
Fungi,FO45,707876,4360884,Leaf
Fungi,FO46,2863145,7397181,Leaf
Fungi,FO47,719449,4035291,Leaf
Fungi,FO48,2190898,5764566,Leaf
Fungi,FO49,2703513,7067300,Leaf
Fungi,FO5,1416616,4801888,Leaf
Fungi,FO50,994863,4312446,Leaf
Fungi,FO51,915173,4760112,Leaf
Fungi,FO52,334028,3552139,Leaf
Fungi,FO53,1430431,4910924,Leaf
Fungi,FO54,830150,4560113,Leaf
Fungi,FO55,432541,3510036,Leaf
Fungi,FO56,946459,5267095,Leaf
Fungi,FO57,577302,3790423,Leaf
Fungi,FO58,788310,4085757,Leaf
Fungi,FO59,826770,4684306,Leaf
Fungi,FO6,750885,4433072,Leaf
Fungi,FO60,552125,4088999,Leaf
Fungi,FO61,831187,3583246,Leaf
Fungi,FO62,1666948,5415916,Leaf
Fungi,FO63,514368,3475340,Leaf
Fungi,FO64,1265186,4191934,Leaf
Fungi,FO65,1582749,5160805,Leaf
Fungi,FO66,878481,5099617,Leaf
Fungi,FO67,623185,4765219,Leaf
Fungi,FO68,1406242,4700976,Leaf
Fungi,FO69,1185099,5066546,Leaf
Fungi,FO7,1059250,3834047,Leaf
Fungi,FO70,932153,3634207,Leaf
Fungi,FO71,631847,4196454,Leaf
Fungi,FO72,241343,3287073,Leaf
Fungi,FO73,409795,3270149,Leaf
Fungi,FO74,419320,3433201,Leaf
Fungi,FO75,216392,2633093,Leaf
Fungi,FO76,1604717,5253215,Leaf
Fungi,FO77,287546,4463413,Leaf
Fungi,FO78,1998650,7299790,Leaf
Fungi,FO79,1280626,4521589,Leaf
Fungi,FO8,689664,4184366,Leaf
Fungi,FO80,2523039,6470733,Leaf
Fungi,FO81,655188,3406652,Leaf
Fungi,FO83,721869,3595287,Leaf
Fungi,FO84,531138,3567111,Leaf
Fungi,FO85,1937686,6217272,Leaf
Fungi,FO87,1340522,5961428,Leaf
Fungi,FO88,1146661,4467550,Leaf
Fungi,FO89,4928863,9487698,Leaf
Fungi,FO9,2006336,5810257,Leaf
Fungi,FO90,518419,4297454,Leaf
Fungi,FO91,941764,3465431,Leaf
Fungi,FO92,543986,3562456,Leaf
Fungi,FO93,898965,4305614,Leaf
Fungi,FO94,2313305,6563876,Leaf
Fungi,FO95,827199,3189431,Leaf
Fungi,FO96,866924,3735353,Leaf
Fungi,FO97,514072,3477023,Leaf
Fungi,FO98,3149647,7229090,Leaf
Fungi,FO99,1263493,5394861,Leaf
Other,FO1,3635431,6378624,Leaf
Other,FO10,3066052,5911218,Leaf
Other,FO100,3119756,5159953,Leaf
Other,FO101,3706893,8037844,Leaf
Other,FO102,3959928,6761146,Leaf
Other,FO103,4233901,6126819,Leaf
Other,FO104,3685063,5160471,Leaf
Other,FO105,2889402,3571043,Leaf
Other,FO106,4925345,7789534,Leaf
Other,FO107,3636130,6057944,Leaf
Other,FO108,3722584,4375268,Leaf
Other,FO109,3079300,4116358,Leaf
Other,FO11,2668956,4305506,Leaf
Other,FO110,4164777,5688955,Leaf
Other,FO111,3244245,5455402,Leaf
Other,FO112,3913397,4436161,Leaf
Other,FO113,2518207,2801449,Leaf
Other,FO114,3115640,4670793,Leaf
Other,FO115,3799549,5934727,Leaf
Other,FO116,2644134,4042905,Leaf
Other,FO117,2783910,4326405,Leaf
Other,FO118,4447711,10677796,Leaf
Other,FO119,4369272,7014952,Leaf
Other,FO12,2852208,4969151,Leaf
Other,FO120,2653982,3414102,Leaf
Other,FO121,2659808,3127922,Leaf
Other,FO122,3175019,3841961,Leaf
Other,FO123,2846478,3778263,Leaf
Other,FO124,3243050,5486559,Leaf
Other,FO125,3806027,6454018,Leaf
Other,FO126,3420079,7246773,Leaf
Other,FO127,2969353,5237128,Leaf
Other,FO128,3640099,4097540,Leaf
Other,FO129,2489204,3723095,Leaf
Other,FO13,2817793,4669757,Leaf
Other,FO130,3160990,3957682,Leaf
Other,FO131,3033824,4767054,Leaf
Other,FO132,2944008,3919648,Leaf
Other,FO133,2692621,3074226,Leaf
Other,FO134,3439285,4998884,Leaf
Other,FO135,3371968,6266741,Leaf
Other,FO136,3575095,6959783,Leaf
Other,FO137,4049772,5705308,Leaf
Other,FO138,2592946,3140713,Leaf
Other,FO139,2971176,4625896,Leaf
Other,FO14,2826272,5544240,Leaf
Other,FO140,3313322,3949293,Leaf
Other,FO141,3101678,3914038,Leaf
Other,FO142,2267133,2748656,Leaf
Other,FO143,2793095,4321952,Leaf
